customer_id,order_id,order_date,product_id,category,city,quantity,price,revenue
C0329,1103,2023-11-09,P7,Electronics,Kolkata,1,1049,1049
C0433,1104,2023-11-02,P8,Home,Delhi,3,1584,4752
C0138,1105,2023-12-07,P5,Home,Bangalore,3,255,765
C0468,1106,2023-07-23,P2,Sports,Kolkata,2,1810,3620
C0065,1107,2023-12-02,P4,Clothing,Bangalore,5,834,4170
C0414,1108,2023-01-08,P8,Sports,Chennai,1,1446,1446
C0484,1109,2023-04-30,P5,Sports,Delhi,3,1501,4503
C0117,1110,2023-03-12,P4,Electronics,Chennai,3,152,456
C0209,1111,2023-01-19,P3,Sports,Chennai,5,138,690
C0118,1112,2023-01-12,P1,Clothing,Chennai,4,1274,5096
C0024,1113,2023-12-31,P4,Clothing,Bangalore,3,699,2097
C0091,1114,2023-01-01,P2,Electronics,Mumbai,2,223,446
C0130,1115,2023-10-24,P8,Home,Kolkata,2,1069,2138
C0283,1116,2023-10-25,P4,Electronics,Delhi,4,390,1560
C0453,1117,2023-11-09,P1,Home,Delhi,4,434,1736
C0165,1118,2023-05-06,P5,Home,Bangalore,1,1188,1188
C0465,1119,2023-03-05,P5,Sports,Bangalore,4,1891,7564
C0274,1120,2023-10-14,P6,Home,Chennai,3,1930,5790
C0493,1121,2023-02-11,P2,Home,Kolkata,1,140,140
C0030,1122,2023-01-17,P2,Home,Delhi,1,1426,1426
C0439,1123,2023-06-23,P6,Home,Delhi,2,955,1910
C0067,1124,2023-02-12,P8,Home,Kolkata,5,1313,6565
C0229,1125,2023-08-11,P4,Sports,Delhi,3,948,2844
C0327,1126,2023-12-31,P2,Clothing,Bangalore,2,1979,3958
C0197,1127,2023-12-17,P1,Home,Bangalore,2,1823,3646
C0239,1128,2023-07-31,P7,Clothing,Kolkata,1,396,396
C0493,1129,2023-07-22,P7,Clothing,Bangalore,3,1188,3564
C0454,1130,2023-08-22,P5,Electronics,Mumbai,1,207,207
C0463,1131,2023-10-03,P8,Clothing,Chennai,1,804,804
C0453,1132,2023-09-25,P6,Home,Kolkata,2,1381,2762
C0475,1133,2023-11-05,P7,Clothing,Mumbai,1,652,652
C0114,1134,2023-10-28,P7,Clothing,Bangalore,5,1219,6095
C0172,1135,2023-08-04,P1,Sports,Mumbai,2,1724,3448
C0205,1136,2023-09-15,P1,Home,Chennai,5,1744,8720
C0135,1137,2023-05-31,P3,Electronics,Chennai,2,420,840
C0299,1138,2023-09-14,P2,Sports,Chennai,1,233,233
C0138,1139,2023-06-16,P2,Clothing,Chennai,3,1181,3543
C0461,1140,2023-04-14,P1,Home,Mumbai,3,1978,5934
C0130,1141,2023-08-10,P8,Clothing,Chennai,1,1626,1626
C0287,1142,2023-12-05,P7,Sports,Kolkata,4,779,3116
C0378,1143,2023-03-09,P1,Electronics,Kolkata,4,138,552
C0485,1144,2023-12-17,P4,Clothing,Kolkata,4,1415,5660
C0013,1145,2024-01-01,P8,Sports,Bangalore,5,180,900
C0378,1146,2023-11-24,P2,Electronics,Mumbai,5,937,4685
C0468,1147,2023-10-04,P2,Sports,Bangalore,3,1336,4008
C0473,1148,2023-08-16,P4,Home,Chennai,4,1476,5904
C0332,1149,2023-06-03,P8,Home,Delhi,1,245,245
C0139,1150,2023-11-02,P3,Electronics,Mumbai,3,818,2454
C0474,1151,2023-07-13,P2,Clothing,Kolkata,2,316,632
C0013,1152,2023-10-05,P4,Sports,Chennai,3,921,2763
C0081,1153,2023-01-16,P6,Sports,Chennai,2,1422,2844
C0262,1154,2023-01-21,P1,Sports,Delhi,1,826,826
C0023,1155,2023-08-15,P1,Home,Kolkata,3,1831,5493
C0242,1156,2023-09-08,P1,Home,Chennai,5,357,1785
C0038,1157,2023-06-02,P4,Sports,Bangalore,2,1513,3026
C0280,1158,2023-06-14,P4,Home,Mumbai,1,1524,1524
C0432,1159,2023-08-09,P1,Sports,Chennai,2,729,1458
C0283,1160,2023-12-22,P1,Clothing,Delhi,3,406,1218
C0403,1161,2023-09-26,P3,Sports,Delhi,5,1236,6180
C0119,1162,2023-05-14,P7,Clothing,Delhi,4,852,3408
C0417,1163,2023-06-01,P1,Clothing,Chennai,2,443,886
C0409,1164,2023-01-15,P3,Sports,Mumbai,2,457,914
C0118,1165,2023-12-27,P8,Electronics,Mumbai,1,1089,1089
C0351,1166,2023-07-16,P5,Electronics,Kolkata,4,1946,7784
C0098,1167,2023-07-28,P5,Sports,Mumbai,2,1998,3996
C0251,1168,2023-11-04,P2,Sports,Kolkata,4,1751,7004
C0418,1169,2023-03-16,P2,Sports,Delhi,4,855,3420
C0311,1170,2023-11-03,P5,Electronics,Mumbai,4,1085,4340
C0492,1171,2023-05-09,P1,Sports,Kolkata,1,968,968
C0176,1172,2023-10-10,P3,Home,Mumbai,4,124,496
C0037,1173,2023-12-09,P2,Home,Chennai,4,1038,4152
C0403,1174,2023-06-17,P8,Sports,Delhi,4,1201,4804
C0314,1175,2023-03-30,P7,Clothing,Delhi,4,544,2176
C0084,1176,2023-04-23,P2,Clothing,Kolkata,2,1570,3140
C0027,1177,2023-09-05,P3,Electronics,Delhi,3,1985,5955
C0239,1178,2023-01-20,P2,Home,Kolkata,1,536,536
C0141,1179,2023-05-19,P2,Sports,Mumbai,2,1786,3572
C0160,1180,2023-08-07,P6,Clothing,Delhi,1,1956,1956
C0128,1181,2023-03-20,P2,Home,Chennai,4,180,720
C0329,1182,2023-01-17,P1,Sports,Mumbai,2,845,1690
C0229,1183,2023-01-14,P2,Home,Mumbai,5,1819,9095
C0320,1184,2023-08-05,P3,Home,Kolkata,2,1930,3860
C0167,1185,2023-01-22,P7,Clothing,Chennai,4,964,3856
C0228,1186,2023-08-20,P6,Electronics,Chennai,1,1655,1655
C0005,1187,2023-12-12,P7,Home,Kolkata,3,1571,4713
C0186,1188,2023-08-24,P1,Home,Mumbai,5,694,3470
C0016,1189,2023-07-14,P5,Home,Delhi,1,1811,1811
C0394,1190,2023-04-18,P6,Clothing,Mumbai,2,1362,2724
C0237,1191,2023-12-31,P1,Sports,Delhi,3,1786,5358
C0381,1192,2023-01-31,P3,Electronics,Delhi,4,135,540
C0410,1193,2023-07-14,P8,Electronics,Bangalore,3,1128,3384
C0161,1194,2023-02-23,P8,Home,Bangalore,2,228,456
C0080,1195,2023-09-01,P2,Home,Kolkata,3,1937,5811
C0423,1196,2023-12-25,P1,Electronics,Delhi,1,282,282
C0182,1197,2023-05-11,P5,Home,Mumbai,1,1759,1759
C0162,1198,2023-10-28,P5,Clothing,Kolkata,1,1177,1177
C0014,1199,2023-04-05,P3,Sports,Bangalore,5,330,1650
C0484,1200,2023-07-14,P5,Home,Chennai,1,912,912
C0170,1201,2023-07-02,P4,Electronics,Mumbai,3,1028,3084
C0489,1202,2023-02-11,P6,Electronics,Bangalore,1,358,358
C0145,1203,2023-09-10,P3,Sports,Chennai,1,792,792
C0272,1204,2023-03-09,P4,Sports,Chennai,5,296,1480
C0397,1205,2023-10-07,P4,Clothing,Bangalore,4,1850,7400
C0054,1206,2023-03-05,P2,Electronics,Mumbai,3,1064,3192
C0482,1207,2023-08-07,P2,Clothing,Kolkata,3,1917,5751
C0336,1208,2023-09-18,P1,Clothing,Bangalore,1,1579,1579
C0086,1209,2023-09-24,P5,Electronics,Chennai,5,461,2305
C0337,1210,2023-12-07,P6,Home,Mumbai,2,1499,2998
C0117,1211,2023-04-24,P2,Sports,Delhi,5,1848,9240
C0025,1212,2023-05-29,P5,Sports,Chennai,1,299,299
C0353,1213,2023-10-14,P7,Sports,Mumbai,3,187,561
C0379,1214,2023-08-08,P2,Home,Chennai,1,207,207
C0368,1215,2023-09-02,P8,Home,Mumbai,3,1705,5115
C0030,1216,2023-02-23,P8,Electronics,Kolkata,2,788,1576
C0022,1217,2023-05-21,P7,Home,Bangalore,3,221,663
C0003,1218,2023-03-07,P4,Home,Delhi,1,1204,1204
C0434,1219,2023-04-29,P8,Home,Delhi,5,1202,6010
C0285,1220,2023-01-16,P2,Sports,Delhi,1,1981,1981
C0008,1221,2023-11-09,P2,Clothing,Delhi,3,353,1059
C0472,1222,2023-09-22,P5,Sports,Delhi,3,205,615
C0390,1223,2023-05-26,P3,Home,Delhi,2,1108,2216
C0380,1224,2023-03-25,P5,Home,Delhi,1,1400,1400
C0088,1225,2023-08-12,P2,Clothing,Chennai,4,1753,7012
C0435,1226,2023-06-07,P4,Home,Chennai,2,246,492
C0012,1227,2023-08-17,P5,Clothing,Bangalore,2,1705,3410
C0146,1228,2023-10-31,P7,Sports,Chennai,3,874,2622
C0232,1229,2023-06-17,P4,Electronics,Kolkata,1,1257,1257
C0187,1230,2023-10-09,P2,Home,Chennai,1,1138,1138
C0090,1231,2023-11-21,P2,Electronics,Mumbai,1,1035,1035
C0288,1232,2023-11-03,P4,Electronics,Chennai,4,1044,4176
C0272,1233,2023-06-24,P6,Clothing,Mumbai,4,422,1688
C0468,1234,2023-07-15,P5,Home,Mumbai,4,1582,6328
C0073,1235,2023-11-03,P2,Electronics,Mumbai,4,1446,5784
C0408,1236,2023-05-26,P4,Home,Kolkata,3,1926,5778
C0350,1237,2023-08-05,P4,Sports,Chennai,3,704,2112
C0193,1238,2023-05-31,P5,Electronics,Chennai,1,421,421
C0210,1239,2023-01-09,P6,Sports,Mumbai,4,360,1440
C0003,1240,2023-04-14,P6,Clothing,Mumbai,4,1676,6704
C0411,1241,2023-04-27,P5,Clothing,Delhi,5,1831,9155
C0024,1242,2023-12-18,P3,Sports,Kolkata,5,1929,9645
C0062,1243,2023-11-24,P3,Electronics,Mumbai,1,1045,1045
C0106,1244,2023-11-06,P8,Home,Mumbai,1,341,341
C0259,1245,2023-04-27,P7,Home,Bangalore,5,827,4135
C0131,1246,2023-12-09,P2,Clothing,Delhi,5,362,1810
C0306,1247,2023-01-22,P4,Electronics,Mumbai,5,136,680
C0213,1248,2023-10-07,P5,Home,Delhi,5,2000,10000
C0453,1249,2023-03-16,P7,Sports,Kolkata,2,1411,2822
C0055,1250,2023-07-28,P8,Home,Bangalore,2,957,1914
C0243,1251,2023-07-19,P2,Home,Mumbai,4,1578,6312
C0112,1252,2023-02-19,P2,Electronics,Bangalore,1,1048,1048
C0210,1253,2023-12-30,P6,Clothing,Bangalore,2,480,960
C0493,1254,2023-08-14,P3,Sports,Mumbai,2,726,1452
C0256,1255,2023-01-06,P5,Sports,Mumbai,1,821,821
C0432,1256,2023-09-11,P8,Clothing,Delhi,1,1024,1024
C0216,1257,2023-04-03,P1,Home,Delhi,3,1660,4980
C0413,1258,2023-05-24,P6,Clothing,Delhi,5,880,4400
C0376,1259,2023-01-16,P7,Sports,Kolkata,3,124,372
C0005,1260,2023-12-03,P2,Home,Delhi,3,1823,5469
C0034,1261,2023-11-02,P7,Electronics,Bangalore,2,536,1072
C0031,1262,2023-03-20,P8,Home,Mumbai,5,253,1265
C0272,1263,2023-09-17,P7,Electronics,Chennai,3,1760,5280
C0429,1264,2023-07-08,P1,Home,Delhi,5,1241,6205
C0025,1265,2023-11-02,P6,Electronics,Bangalore,1,375,375
C0354,1266,2023-01-06,P8,Sports,Kolkata,2,827,1654
C0138,1267,2023-04-16,P2,Sports,Chennai,3,1816,5448
C0453,1268,2023-02-23,P4,Electronics,Chennai,1,254,254
C0393,1269,2023-06-04,P4,Home,Kolkata,4,982,3928
C0367,1270,2023-12-27,P1,Sports,Chennai,1,1737,1737
C0334,1271,2023-08-10,P4,Home,Kolkata,3,1503,4509
C0020,1272,2023-08-06,P8,Electronics,Delhi,3,1982,5946
C0281,1273,2023-08-19,P7,Home,Kolkata,3,1499,4497
C0148,1274,2023-09-16,P5,Electronics,Chennai,1,420,420
C0312,1275,2023-10-22,P8,Electronics,Chennai,2,180,360
C0219,1276,2023-08-10,P6,Sports,Kolkata,2,1403,2806
C0151,1277,2023-03-02,P7,Clothing,Kolkata,2,1094,2188
C0350,1278,2023-12-31,P8,Sports,Chennai,5,781,3905
C0313,1279,2023-08-01,P5,Home,Bangalore,5,1871,9355
C0049,1280,2023-10-01,P2,Clothing,Delhi,4,1284,5136
C0171,1281,2023-02-27,P5,Home,Delhi,4,1397,5588
C0437,1282,2023-09-01,P3,Home,Mumbai,4,411,1644
C0284,1283,2023-09-03,P5,Clothing,Bangalore,3,1171,3513
C0140,1284,2023-01-08,P4,Clothing,Chennai,4,1750,7000
C0203,1285,2023-06-16,P1,Clothing,Bangalore,4,959,3836
C0022,1286,2023-05-19,P5,Clothing,Kolkata,4,884,3536
C0196,1287,2023-03-15,P7,Home,Kolkata,4,1202,4808
C0011,1288,2023-01-16,P1,Home,Delhi,1,1741,1741
C0356,1289,2023-01-10,P7,Electronics,Bangalore,4,1691,6764
C0176,1290,2023-07-04,P5,Electronics,Kolkata,4,867,3468
C0356,1291,2023-03-21,P5,Home,Mumbai,4,1867,7468
C0180,1292,2023-12-29,P8,Clothing,Kolkata,1,1239,1239
C0008,1293,2023-11-05,P8,Sports,Chennai,5,1140,5700
C0173,1294,2023-02-15,P8,Home,Chennai,1,1484,1484
C0426,1295,2023-05-19,P5,Home,Mumbai,4,821,3284
C0174,1296,2023-09-07,P5,Home,Delhi,4,1352,5408
C0007,1297,2023-01-31,P4,Clothing,Chennai,1,389,389
C0393,1298,2023-05-06,P2,Sports,Mumbai,1,561,561
C0448,1299,2023-10-16,P8,Clothing,Mumbai,1,1240,1240
C0028,1300,2023-07-25,P5,Sports,Kolkata,4,788,3152
C0228,1301,2023-03-13,P2,Sports,Mumbai,1,1607,1607
C0464,1302,2023-09-19,P2,Clothing,Delhi,3,124,372
C0495,1303,2023-11-10,P8,Sports,Kolkata,1,647,647
C0321,1304,2023-01-11,P1,Electronics,Bangalore,1,106,106
C0112,1305,2023-03-01,P7,Electronics,Bangalore,1,184,184
C0346,1306,2023-07-18,P8,Clothing,Bangalore,5,1678,8390
C0477,1307,2023-01-16,P1,Clothing,Kolkata,4,1683,6732
C0095,1308,2023-01-02,P1,Home,Mumbai,5,941,4705
C0110,1309,2023-10-06,P7,Electronics,Chennai,5,482,2410
C0423,1310,2023-10-02,P8,Home,Bangalore,5,1147,5735
C0166,1311,2023-09-07,P2,Electronics,Chennai,4,1281,5124
C0048,1312,2023-04-15,P3,Sports,Delhi,2,420,840
C0397,1313,2023-03-10,P4,Electronics,Chennai,5,510,2550
C0070,1314,2023-07-07,P7,Home,Bangalore,2,146,292
C0473,1315,2023-03-30,P5,Home,Mumbai,5,482,2410
C0249,1316,2023-02-01,P4,Electronics,Delhi,2,521,1042
C0263,1317,2023-12-19,P6,Electronics,Chennai,2,141,282
C0149,1318,2023-01-27,P1,Clothing,Bangalore,1,733,733
C0498,1319,2023-06-03,P7,Home,Delhi,4,1030,4120
C0186,1320,2023-12-08,P2,Clothing,Mumbai,1,1041,1041
C0427,1321,2023-10-09,P1,Clothing,Chennai,3,266,798
C0361,1322,2023-09-02,P3,Clothing,Mumbai,4,1468,5872
C0341,1323,2023-05-23,P6,Home,Mumbai,2,836,1672
C0393,1324,2023-08-29,P7,Electronics,Chennai,4,1991,7964
C0427,1325,2023-11-30,P8,Electronics,Mumbai,4,1351,5404
C0077,1326,2023-11-11,P7,Electronics,Delhi,1,984,984
C0127,1327,2023-01-13,P6,Home,Chennai,5,720,3600
C0381,1328,2023-03-28,P7,Sports,Mumbai,5,350,1750
C0431,1329,2023-09-02,P3,Sports,Delhi,4,1579,6316
C0463,1330,2023-07-19,P2,Electronics,Kolkata,3,1486,4458
C0234,1331,2023-07-09,P2,Sports,Delhi,5,1155,5775
C0194,1332,2023-11-03,P4,Sports,Kolkata,1,1255,1255
C0384,1333,2023-08-17,P7,Clothing,Mumbai,3,1480,4440
C0491,1334,2023-05-13,P2,Home,Bangalore,4,1681,6724
C0039,1335,2023-10-29,P2,Sports,Kolkata,2,875,1750
C0477,1336,2023-04-28,P5,Electronics,Kolkata,5,1489,7445
C0353,1337,2023-08-06,P3,Electronics,Bangalore,5,497,2485
C0244,1338,2023-04-11,P6,Clothing,Bangalore,2,1131,2262
C0352,1339,2023-05-30,P2,Electronics,Delhi,5,1013,5065
C0042,1340,2023-10-04,P4,Clothing,Mumbai,2,1737,3474
C0432,1341,2023-08-28,P4,Sports,Mumbai,4,166,664
C0155,1342,2023-07-12,P3,Electronics,Bangalore,1,1511,1511
C0193,1343,2023-10-07,P8,Electronics,Delhi,3,1463,4389
C0463,1344,2023-07-12,P2,Sports,Mumbai,2,1301,2602
C0185,1345,2023-02-14,P1,Home,Mumbai,5,337,1685
C0111,1346,2023-12-21,P1,Clothing,Chennai,2,1679,3358
C0349,1347,2023-05-22,P8,Electronics,Delhi,3,1415,4245
C0139,1348,2023-02-01,P4,Electronics,Chennai,5,1572,7860
C0072,1349,2023-10-29,P6,Electronics,Chennai,4,326,1304
C0380,1350,2023-10-05,P7,Sports,Mumbai,5,1437,7185
C0049,1351,2023-08-01,P7,Electronics,Delhi,3,370,1110
C0075,1352,2023-11-01,P6,Electronics,Kolkata,4,633,2532
C0348,1353,2023-03-06,P7,Electronics,Mumbai,2,701,1402
C0405,1354,2023-11-22,P1,Sports,Mumbai,1,1263,1263
C0241,1355,2023-06-17,P7,Clothing,Kolkata,4,1813,7252
C0258,1356,2023-07-20,P7,Home,Delhi,1,1247,1247
C0165,1357,2023-03-13,P3,Electronics,Mumbai,3,1015,3045
C0279,1358,2023-03-26,P1,Sports,Delhi,4,354,1416
C0089,1359,2023-08-08,P1,Home,Mumbai,3,1348,4044
C0482,1360,2023-10-15,P3,Sports,Bangalore,5,1896,9480
C0292,1361,2023-10-28,P4,Electronics,Mumbai,2,1445,2890
C0137,1362,2023-09-22,P1,Sports,Mumbai,1,1853,1853
C0148,1363,2023-10-22,P3,Clothing,Bangalore,2,192,384
C0191,1364,2023-10-19,P7,Electronics,Chennai,2,234,468
C0387,1365,2023-01-07,P4,Sports,Bangalore,5,1410,7050
C0422,1366,2023-08-20,P1,Electronics,Chennai,5,1421,7105
C0049,1367,2023-01-05,P7,Electronics,Kolkata,3,327,981
C0133,1368,2023-11-17,P6,Electronics,Chennai,3,1720,5160
C0062,1369,2023-12-14,P6,Home,Mumbai,3,386,1158
C0284,1370,2023-06-13,P3,Sports,Mumbai,2,283,566
C0147,1371,2023-09-21,P3,Clothing,Mumbai,3,1815,5445
C0214,1372,2023-03-18,P8,Clothing,Delhi,1,1077,1077
C0361,1373,2023-03-23,P4,Home,Delhi,4,1238,4952
C0426,1374,2023-04-09,P7,Sports,Kolkata,2,472,944
C0430,1375,2023-12-28,P2,Clothing,Chennai,3,589,1767
C0358,1376,2023-03-26,P4,Home,Bangalore,3,999,2997
C0456,1377,2023-01-31,P6,Clothing,Mumbai,5,547,2735
C0199,1378,2023-11-01,P2,Clothing,Bangalore,4,682,2728
C0185,1379,2023-08-26,P3,Sports,Kolkata,3,212,636
C0120,1380,2023-02-23,P4,Home,Chennai,5,190,950
C0415,1381,2023-01-12,P2,Sports,Delhi,4,699,2796
C0260,1382,2023-11-19,P2,Sports,Mumbai,3,1359,4077
C0192,1383,2023-02-25,P6,Sports,Bangalore,3,651,1953
C0492,1384,2023-03-26,P8,Electronics,Bangalore,2,620,1240
C0125,1385,2023-08-26,P4,Sports,Kolkata,2,880,1760
C0069,1386,2023-11-16,P4,Home,Delhi,3,1816,5448
C0369,1387,2023-03-21,P3,Clothing,Mumbai,5,867,4335
C0399,1388,2023-09-07,P2,Electronics,Delhi,3,1941,5823
C0491,1389,2023-11-28,P3,Clothing,Delhi,1,868,868
C0443,1390,2023-05-22,P4,Clothing,Kolkata,5,1731,8655
C0139,1391,2023-08-10,P7,Sports,Delhi,1,1311,1311
C0118,1392,2023-03-09,P5,Electronics,Mumbai,2,1382,2764
C0060,1393,2024-01-01,P5,Home,Chennai,5,569,2845
C0060,1394,2023-04-01,P7,Electronics,Delhi,4,1682,6728
C0408,1395,2023-08-05,P2,Electronics,Delhi,1,1085,1085
C0024,1396,2023-05-29,P3,Sports,Delhi,5,1659,8295
C0452,1397,2023-05-29,P3,Sports,Kolkata,4,1977,7908
C0408,1398,2023-11-05,P2,Home,Delhi,3,396,1188
C0234,1399,2023-02-07,P8,Clothing,Mumbai,2,647,1294
C0480,1400,2023-08-24,P8,Electronics,Chennai,3,1147,3441
C0426,1401,2023-04-22,P4,Clothing,Kolkata,2,1915,3830
C0065,1402,2023-06-25,P2,Sports,Chennai,1,1304,1304
C0157,1403,2023-02-11,P3,Clothing,Delhi,4,1696,6784
C0252,1404,2023-10-03,P4,Home,Bangalore,4,1152,4608
C0203,1405,2023-10-23,P3,Electronics,Kolkata,3,465,1395
C0388,1406,2023-06-25,P6,Sports,Kolkata,1,697,697
C0151,1407,2023-02-22,P6,Electronics,Bangalore,4,917,3668
